"COUNTRY.Name","INDICATOR.Name","TYPE_OF_TRANSFORMATION.Name","FREQUENCY.Name","TIME_PERIOD","OBS_VALUE"
"Honduras","Loan Accounts, Commercial banks","Number","Annual","2020","1805170"
"Honduras","Loan Accounts, Commercial banks","Number","Annual","2021","1805316"
"Honduras","Loan Accounts, Commercial banks","Number","Annual","2022","2036181"
"Honduras","Loan Accounts, Commercial banks","Number","Annual","2023","2420892"
"Haiti","Loan Accounts, Commercial banks","Number","Annual","2016","137975"
"Haiti","Loan Accounts, Commercial banks","Number","Annual","2017","140325"
"Haiti","Loan Accounts, Commercial banks","Number","Annual","2018","127822"
"Haiti","Loan Accounts, Commercial banks","Number","Annual","2019","122387"
"Haiti","Loan Accounts, Commercial banks","Number","Annual","2020","102563"
"Hungary","Loan Accounts, Commercial banks","Number","Annual","2016","4746133"
"Hungary","Loan Accounts, Commercial banks","Number","Annual","2017","4599848"
"Hungary","Loan Accounts, Commercial banks","Number","Annual","2018","4601674"
"Hungary","Loan Accounts, Commercial banks","Number","Annual","2019","4633412"
"Hungary","Loan Accounts, Commercial banks","Number","Annual","2020","4740878"
"Hungary","Loan Accounts, Commercial banks","Number","Annual","2021","4580451"
"Hungary","Loan Accounts, Commercial banks","Number","Annual","2022","4032697"
"Hungary","Loan Accounts, Commercial banks","Number","Annual","2023","3889082"
"Indonesia","Loan Accounts, Commercial banks","Number","Annual","2016","41862245"
"Indonesia","Loan Accounts, Commercial banks","Number","Annual","2017","43022310"
"Indonesia","Loan Accounts, Commercial banks","Number","Annual","2018","44843525"
"Indonesia","Loan Accounts, Commercial banks","Number","Annual","2019","47642477"
"Indonesia","Loan Accounts, Commercial banks","Number","Annual","2020","48917560"
"Indonesia","Loan Accounts, Commercial banks","Number","Annual","2021","88304698"
"Indonesia","Loan Accounts, Commercial banks","Number","Annual","2022","78602166"
"Indonesia","Loan Accounts, Commercial banks","Number","Annual","2023","82274659"
"India","Loan Accounts, Commercial banks","Number","Annual","2016","162373917"
"India","Loan Accounts, Commercial banks","Number","Annual","2017","172383518"
"India","Loan Accounts, Commercial banks","Number","Annual","2018","196977100"
"India","Loan Accounts, Commercial banks","Number","Annual","2019","232301899"
"India","Loan Accounts, Commercial banks","Number","Annual","2020","272520183"
"India","Loan Accounts, Commercial banks","Number","Annual","2021","298335054"
"India","Loan Accounts, Commercial banks","Number","Annual","2022","320845183"
"India","Loan Accounts, Commercial banks","Number","Annual","2023","360243543"
"Iceland","Loan Accounts, Commercial banks","Number","Annual","2016","523486"
"Iceland","Loan Accounts, Commercial banks","Number","Annual","2017","526913"
"Iceland","Loan Accounts, Commercial banks","Number","Annual","2018","532867"
"Iceland","Loan Accounts, Commercial banks","Number","Annual","2019","552771"
"Iceland","Loan Accounts, Commercial banks","Number","Annual","2020","540988"
"Iceland","Loan Accounts, Commercial banks","Number","Annual","2021","558078"
"Iceland","Loan Accounts, Commercial banks","Number","Annual","2022","593995"
"Iceland","Loan Accounts, Commercial banks","Number","Annual","2023","601013"
"Italy","Loan Accounts, Commercial banks","Number","Annual","2016","41483502"
"Italy","Loan Accounts, Commercial banks","Number","Annual","2017","43188551"
"Italy","Loan Accounts, Commercial banks","Number","Annual","2018","42065430"
"Italy","Loan Accounts, Commercial banks","Number","Annual","2019","43276853"
"Italy","Loan Accounts, Commercial banks","Number","Annual","2020","44353818"
"Italy","Loan Accounts, Commercial banks","Number","Annual","2021","44270264"
"Italy","Loan Accounts, Commercial banks","Number","Annual","2022","46669381"
"Italy","Loan Accounts, Commercial banks","Number","Annual","2023","60031787"
"Jamaica","Loan Accounts, Commercial banks","Number","Annual","2016","487954"
"Jamaica","Loan Accounts, Commercial banks","Number","Annual","2017","455566"
"Jamaica","Loan Accounts, Commercial banks","Number","Annual","2018","486636"
"Jamaica","Loan Accounts, Commercial banks","Number","Annual","2019","553803"
"Jamaica","Loan Accounts, Commercial banks","Number","Annual","2020","553163"
"Jamaica","Loan Accounts, Commercial banks","Number","Annual","2021","574042"
"Jamaica","Loan Accounts, Commercial banks","Number","Annual","2022","595307"
"Jamaica","Loan Accounts, Commercial banks","Number","Annual","2023","609357"
"Jordan","Loan Accounts, Commercial banks","Number","Annual","2016","1094564"
"Jordan","Loan Accounts, Commercial banks","Number","Annual","2017","1272489"
"Jordan","Loan Accounts, Commercial banks","Number","Annual","2018","1351721"
"Jordan","Loan Accounts, Commercial banks","Number","Annual","2019","1321517"
"Jordan","Loan Accounts, Commercial banks","Number","Annual","2020","1541418"
"Jordan","Loan Accounts, Commercial banks","Number","Annual","2021","1328749"
"Jordan","Loan Accounts, Commercial banks","Number","Annual","2022","1341808"
"Jordan","Loan Accounts, Commercial banks","Number","Annual","2023","1406417"
"Japan","Loan Accounts, Commercial banks","Number","Annual","2016","22353511"
"Japan","Loan Accounts, Commercial banks","Number","Annual","2017","23031858"
"Japan","Loan Accounts, Commercial banks","Number","Annual","2018","23225629"
"Japan","Loan Accounts, Commercial banks","Number","Annual","2019","22885336"
"Japan","Loan Accounts, Commercial banks","Number","Annual","2020","22530067"
"Japan","Loan Accounts, Commercial banks","Number","Annual","2021","21433675"
"Japan","Loan Accounts, Commercial banks","Number","Annual","2022","21217961"
"Japan","Loan Accounts, Commercial banks","Number","Annual","2023","21212538"
"Kenya","Loan Accounts, Commercial banks","Number","Annual","2016","7813225"
"Kenya","Loan Accounts, Commercial banks","Number","Annual","2017","7112179"
"Kenya","Loan Accounts, Commercial banks","Number","Annual","2018","7180959"
"Kenya","Loan Accounts, Commercial banks","Number","Annual","2019","8347331"
"Kenya","Loan Accounts, Commercial banks","Number","Annual","2020","11420000"
"Kenya","Loan Accounts, Commercial banks","Number","Annual","2021","13016827"
"Kenya","Loan Accounts, Commercial banks","Number","Annual","2022","14442290.868"
"Kenya","Loan Accounts, Commercial banks","Number","Annual","2023","12918441"
"Kazakhstan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2019","9242635"
"Kazakhstan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2020","9257434"
"Kazakhstan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2021","11871099"
"Kazakhstan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2022","26481976"
"Kyrgyz Republic","Loan Accounts, Commercial banks","Number","Annual","2016","357490"
"Kyrgyz Republic","Loan Accounts, Commercial banks","Number","Annual","2017","376749"
"Kyrgyz Republic","Loan Accounts, Commercial banks","Number","Annual","2018","449209"
"Kyrgyz Republic","Loan Accounts, Commercial banks","Number","Annual","2019","585290"
"Kyrgyz Republic","Loan Accounts, Commercial banks","Number","Annual","2020","548157"
"Kyrgyz Republic","Loan Accounts, Commercial banks","Number","Annual","2021","640251"
"Kyrgyz Republic","Loan Accounts, Commercial banks","Number","Annual","2022","787058"
"Kyrgyz Republic","Loan Accounts, Commercial banks","Number","Annual","2023","1091660"
"Cambodia","Loan Accounts, Commercial banks","Number","Annual","2016","688691"
"Cambodia","Loan Accounts, Commercial banks","Number","Annual","2017","688898"
"Cambodia","Loan Accounts, Commercial banks","Number","Annual","2018","715934"
"Cambodia","Loan Accounts, Commercial banks","Number","Annual","2019","750051"
"Cambodia","Loan Accounts, Commercial banks","Number","Annual","2020","1078486"
"Cambodia","Loan Accounts, Commercial banks","Number","Annual","2021","1317676"
"Cambodia","Loan Accounts, Commercial banks","Number","Annual","2022","1457864"
"Cambodia","Loan Accounts, Commercial banks","Number","Annual","2023","2138822"
"St. Kitts and Nevis","Loan Accounts, Commercial banks","Number","Annual","2020","21062"
"St. Kitts and Nevis","Loan Accounts, Commercial banks","Number","Annual","2021","20341"
"St. Kitts and Nevis","Loan Accounts, Commercial banks","Number","Annual","2022","23430"
"St. Kitts and Nevis","Loan Accounts, Commercial banks","Number","Annual","2023","24636"
"Kosovo, Republic of","Loan Accounts, Commercial banks","Number","Annual","2016","219643"
"Kosovo, Republic of","Loan Accounts, Commercial banks","Number","Annual","2017","328535"
"Kosovo, Republic of","Loan Accounts, Commercial banks","Number","Annual","2018","344722"
"Kosovo, Republic of","Loan Accounts, Commercial banks","Number","Annual","2019","463531"
"Kosovo, Republic of","Loan Accounts, Commercial banks","Number","Annual","2020","425713"
"Kosovo, Republic of","Loan Accounts, Commercial banks","Number","Annual","2021","408120"
"Kosovo, Republic of","Loan Accounts, Commercial banks","Number","Annual","2022","460532.24"
"Kosovo, Republic of","Loan Accounts, Commercial banks","Number","Annual","2023","457522"
"Lao People's Democratic Republic","Loan Accounts, Commercial banks","Number","Annual","2016","140629"
"Lao People's Democratic Republic","Loan Accounts, Commercial banks","Number","Annual","2017","144857"
"Lao People's Democratic Republic","Loan Accounts, Commercial banks","Number","Annual","2018","150254"
"Lao People's Democratic Republic","Loan Accounts, Commercial banks","Number","Annual","2019","143752"
"Lao People's Democratic Republic","Loan Accounts, Commercial banks","Number","Annual","2020","307928"
"Lao People's Democratic Republic","Loan Accounts, Commercial banks","Number","Annual","2021","154314"
"Lao People's Democratic Republic","Loan Accounts, Commercial banks","Number","Annual","2022","122709"
"Lao People's Democratic Republic","Loan Accounts, Commercial banks","Number","Annual","2023","115700"
"Lebanon","Loan Accounts, Commercial banks","Number","Annual","2016","1907041"
"Lebanon","Loan Accounts, Commercial banks","Number","Annual","2017","2024690"
"Lebanon","Loan Accounts, Commercial banks","Number","Annual","2018","2254091"
"Lebanon","Loan Accounts, Commercial banks","Number","Annual","2019","2389195"
"Lebanon","Loan Accounts, Commercial banks","Number","Annual","2020","2036301"
"Lebanon","Loan Accounts, Commercial banks","Number","Annual","2021","1391534"
"Lebanon","Loan Accounts, Commercial banks","Number","Annual","2022","1045226"
"Lebanon","Loan Accounts, Commercial banks","Number","Annual","2023","738425"
"Liberia","Loan Accounts, Commercial banks","Number","Annual","2016","66430"
"Liberia","Loan Accounts, Commercial banks","Number","Annual","2017","62195"
"Liberia","Loan Accounts, Commercial banks","Number","Annual","2018","68377"
"Liberia","Loan Accounts, Commercial banks","Number","Annual","2019","54780"
"Liberia","Loan Accounts, Commercial banks","Number","Annual","2020","42115"
"Liberia","Loan Accounts, Commercial banks","Number","Annual","2021","33763"
"Liberia","Loan Accounts, Commercial banks","Number","Annual","2022","43096"
"Liberia","Loan Accounts, Commercial banks","Number","Annual","2023","44819.84"
"St. Lucia","Loan Accounts, Commercial banks","Number","Annual","2020","34555"
"St. Lucia","Loan Accounts, Commercial banks","Number","Annual","2021","42842"
"St. Lucia","Loan Accounts, Commercial banks","Number","Annual","2022","37965"
"St. Lucia","Loan Accounts, Commercial banks","Number","Annual","2023","38910"
"Lithuania, Republic of","Loan Accounts, Commercial banks","Number","Annual","2020","1016095"
"Lithuania, Republic of","Loan Accounts, Commercial banks","Number","Annual","2021","1011560"
"Lithuania, Republic of","Loan Accounts, Commercial banks","Number","Annual","2022","1032434"
"Lithuania, Republic of","Loan Accounts, Commercial banks","Number","Annual","2023","1054017"
"Lesotho, Kingdom of","Loan Accounts, Commercial banks","Number","Annual","2016","54748"
"Lesotho, Kingdom of","Loan Accounts, Commercial banks","Number","Annual","2017","65352"
"Lesotho, Kingdom of","Loan Accounts, Commercial banks","Number","Annual","2018","81350"
"Lesotho, Kingdom of","Loan Accounts, Commercial banks","Number","Annual","2019","68221"
"Lesotho, Kingdom of","Loan Accounts, Commercial banks","Number","Annual","2020","67464"
"Lesotho, Kingdom of","Loan Accounts, Commercial banks","Number","Annual","2021","65462"
"Lesotho, Kingdom of","Loan Accounts, Commercial banks","Number","Annual","2022","64949"
"Lesotho, Kingdom of","Loan Accounts, Commercial banks","Number","Annual","2023","59243"
"Latvia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2016","839552"
"Latvia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2017","813492"
"Latvia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2018","768745"
"Latvia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2019","753808"
"Latvia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2020","686128"
"Latvia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2021","667057"
"Latvia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2022","654125"
"Latvia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2023","659979"
"Morocco","Loan Accounts, Commercial banks","Number","Annual","2016","10510322"
"Morocco","Loan Accounts, Commercial banks","Number","Annual","2017","12776367"
"Morocco","Loan Accounts, Commercial banks","Number","Annual","2018","13545563"
"Morocco","Loan Accounts, Commercial banks","Number","Annual","2019","14975703"
"Morocco","Loan Accounts, Commercial banks","Number","Annual","2020","17988138"
"Morocco","Loan Accounts, Commercial banks","Number","Annual","2021","12236669"
"Morocco","Loan Accounts, Commercial banks","Number","Annual","2022","10023334"
"Morocco","Loan Accounts, Commercial banks","Number","Annual","2023","11868008"
"Moldova, Republic of","Loan Accounts, Commercial banks","Number","Annual","2016","236233"
"Moldova, Republic of","Loan Accounts, Commercial banks","Number","Annual","2017","212265"
"Moldova, Republic of","Loan Accounts, Commercial banks","Number","Annual","2018","277122"
"Moldova, Republic of","Loan Accounts, Commercial banks","Number","Annual","2019","355450"
"Moldova, Republic of","Loan Accounts, Commercial banks","Number","Annual","2020","441042"
"Moldova, Republic of","Loan Accounts, Commercial banks","Number","Annual","2021","570079"
"Moldova, Republic of","Loan Accounts, Commercial banks","Number","Annual","2022","509411"
"Moldova, Republic of","Loan Accounts, Commercial banks","Number","Annual","2023","543199"
"Madagascar, Republic of","Loan Accounts, Commercial banks","Number","Annual","2016","421093"
"Madagascar, Republic of","Loan Accounts, Commercial banks","Number","Annual","2017","637844"
"Madagascar, Republic of","Loan Accounts, Commercial banks","Number","Annual","2018","919494"
"Madagascar, Republic of","Loan Accounts, Commercial banks","Number","Annual","2019","1168416"
"Madagascar, Republic of","Loan Accounts, Commercial banks","Number","Annual","2020","1299937"
"Madagascar, Republic of","Loan Accounts, Commercial banks","Number","Annual","2021","1708552"
"Madagascar, Republic of","Loan Accounts, Commercial banks","Number","Annual","2022","2459197"
"Maldives","Loan Accounts, Commercial banks","Number","Annual","2016","54173"
"Maldives","Loan Accounts, Commercial banks","Number","Annual","2017","64013"
"Maldives","Loan Accounts, Commercial banks","Number","Annual","2018","66673"
"Maldives","Loan Accounts, Commercial banks","Number","Annual","2019","70632"
"Maldives","Loan Accounts, Commercial banks","Number","Annual","2020","80955"
"Maldives","Loan Accounts, Commercial banks","Number","Annual","2021","141487"
"Maldives","Loan Accounts, Commercial banks","Number","Annual","2022","158498"
"Maldives","Loan Accounts, Commercial banks","Number","Annual","2023","200510"
"North Macedonia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2016","1194715"
"North Macedonia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2017","1224179"
"North Macedonia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2018","1247417"
"North Macedonia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2019","1253011"
"North Macedonia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2020","1216038"
"North Macedonia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2021","1183700"
"North Macedonia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2022","1169526"
"North Macedonia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2023","1135213"
"Malta","Loan Accounts, Commercial banks","Number","Annual","2016","272195"
"Malta","Loan Accounts, Commercial banks","Number","Annual","2017","270607"
"Malta","Loan Accounts, Commercial banks","Number","Annual","2018","285221"
"Malta","Loan Accounts, Commercial banks","Number","Annual","2019","271034"
"Malta","Loan Accounts, Commercial banks","Number","Annual","2020","255516"
"Malta","Loan Accounts, Commercial banks","Number","Annual","2021","218874"
"Malta","Loan Accounts, Commercial banks","Number","Annual","2022","230210"
"Malta","Loan Accounts, Commercial banks","Number","Annual","2023","240830"
"Myanmar","Loan Accounts, Commercial banks","Number","Annual","2016","170010"
"Myanmar","Loan Accounts, Commercial banks","Number","Annual","2017","192070"
"Myanmar","Loan Accounts, Commercial banks","Number","Annual","2018","241194"
"Myanmar","Loan Accounts, Commercial banks","Number","Annual","2019","483755"
"Montenegro","Loan Accounts, Commercial banks","Number","Annual","2016","252374"
"Montenegro","Loan Accounts, Commercial banks","Number","Annual","2017","255312"
"Montenegro","Loan Accounts, Commercial banks","Number","Annual","2018","252673"
"Montenegro","Loan Accounts, Commercial banks","Number","Annual","2019","244560"
"Montenegro","Loan Accounts, Commercial banks","Number","Annual","2020","249589"
"Montenegro","Loan Accounts, Commercial banks","Number","Annual","2021","250607"
"Montenegro","Loan Accounts, Commercial banks","Number","Annual","2022","256625"
"Montenegro","Loan Accounts, Commercial banks","Number","Annual","2023","268350"
"Mongolia","Loan Accounts, Commercial banks","Number","Annual","2016","1813481"
"Mongolia","Loan Accounts, Commercial banks","Number","Annual","2017","1014792"
"Mongolia","Loan Accounts, Commercial banks","Number","Annual","2018","1222273"
"Mongolia","Loan Accounts, Commercial banks","Number","Annual","2019","1394654"
"Mongolia","Loan Accounts, Commercial banks","Number","Annual","2020","1307504"
"Mongolia","Loan Accounts, Commercial banks","Number","Annual","2021","1452138"
"Mongolia","Loan Accounts, Commercial banks","Number","Annual","2022","1588794"
"Mongolia","Loan Accounts, Commercial banks","Number","Annual","2023","1797761"
"Mauritania, Islamic Republic of","Loan Accounts, Commercial banks","Number","Annual","2016","173366"
"Mauritania, Islamic Republic of","Loan Accounts, Commercial banks","Number","Annual","2017","193831"
"Mauritania, Islamic Republic of","Loan Accounts, Commercial banks","Number","Annual","2018","209093"
"Mauritania, Islamic Republic of","Loan Accounts, Commercial banks","Number","Annual","2019","224105"
"Mauritania, Islamic Republic of","Loan Accounts, Commercial banks","Number","Annual","2020","251408"
"Mauritania, Islamic Republic of","Loan Accounts, Commercial banks","Number","Annual","2021","276064"
"Mauritania, Islamic Republic of","Loan Accounts, Commercial banks","Number","Annual","2022","292175"
"Mauritius","Loan Accounts, Commercial banks","Number","Annual","2016","404295"
"Mauritius","Loan Accounts, Commercial banks","Number","Annual","2017","400503"
"Mauritius","Loan Accounts, Commercial banks","Number","Annual","2018","384356"
"Mauritius","Loan Accounts, Commercial banks","Number","Annual","2019","383672"
"Mauritius","Loan Accounts, Commercial banks","Number","Annual","2020","378830"
"Mauritius","Loan Accounts, Commercial banks","Number","Annual","2021","366560"
"Mauritius","Loan Accounts, Commercial banks","Number","Annual","2022","373153"
"Mauritius","Loan Accounts, Commercial banks","Number","Annual","2023","404508"
"Malawi","Loan Accounts, Commercial banks","Number","Annual","2016","382896"
"Malawi","Loan Accounts, Commercial banks","Number","Annual","2017","144857"
"Malawi","Loan Accounts, Commercial banks","Number","Annual","2018","140358"
"Malawi","Loan Accounts, Commercial banks","Number","Annual","2019","156966"
"Malawi","Loan Accounts, Commercial banks","Number","Annual","2020","174592"
"Malawi","Loan Accounts, Commercial banks","Number","Annual","2021","203485"
"Malawi","Loan Accounts, Commercial banks","Number","Annual","2022","261420"
"Malaysia","Loan Accounts, Commercial banks","Number","Annual","2016","19832831"
"Malaysia","Loan Accounts, Commercial banks","Number","Annual","2017","20338550"
"Malaysia","Loan Accounts, Commercial banks","Number","Annual","2018","20831059"
"Malaysia","Loan Accounts, Commercial banks","Number","Annual","2019","20459529"
"Malaysia","Loan Accounts, Commercial banks","Number","Annual","2020","20266528"
"Malaysia","Loan Accounts, Commercial banks","Number","Annual","2021","20249953"
"Malaysia","Loan Accounts, Commercial banks","Number","Annual","2022","20830917"
"Malaysia","Loan Accounts, Commercial banks","Number","Annual","2023","21719771"
"Namibia","Loan Accounts, Commercial banks","Number","Annual","2016","666100"
"Namibia","Loan Accounts, Commercial banks","Number","Annual","2017","739812"
"Namibia","Loan Accounts, Commercial banks","Number","Annual","2018","789939"
"Namibia","Loan Accounts, Commercial banks","Number","Annual","2019","897033"
"Namibia","Loan Accounts, Commercial banks","Number","Annual","2020","1031662"
"Namibia","Loan Accounts, Commercial banks","Number","Annual","2021","1327032"
"Namibia","Loan Accounts, Commercial banks","Number","Annual","2022","1473322"
"Nicaragua","Loan Accounts, Commercial banks","Number","Annual","2016","1461697"
"Nicaragua","Loan Accounts, Commercial banks","Number","Annual","2017","1600388"
"Nicaragua","Loan Accounts, Commercial banks","Number","Annual","2018","1361026"
"Nicaragua","Loan Accounts, Commercial banks","Number","Annual","2019","1105215"
"Nicaragua","Loan Accounts, Commercial banks","Number","Annual","2020","1013307"
"Nicaragua","Loan Accounts, Commercial banks","Number","Annual","2021","1052368"
"Nicaragua","Loan Accounts, Commercial banks","Number","Annual","2022","1168041"
"Nicaragua","Loan Accounts, Commercial banks","Number","Annual","2023","1407686"
"Netherlands, The","Loan Accounts, Commercial banks","Number","Annual","2016","11413234"
"Netherlands, The","Loan Accounts, Commercial banks","Number","Annual","2017","10407571"
"Netherlands, The","Loan Accounts, Commercial banks","Number","Annual","2018","11084418"
"Netherlands, The","Loan Accounts, Commercial banks","Number","Annual","2019","10844415"
"Netherlands, The","Loan Accounts, Commercial banks","Number","Annual","2020","10630132"
"Netherlands, The","Loan Accounts, Commercial banks","Number","Annual","2021","10426505"
"Norway","Loan Accounts, Commercial banks","Number","Annual","2016",""
"Norway","Loan Accounts, Commercial banks","Number","Annual","2017",""
"Norway","Loan Accounts, Commercial banks","Number","Annual","2018",""
"Norway","Loan Accounts, Commercial banks","Number","Annual","2019",""
"Norway","Loan Accounts, Commercial banks","Number","Annual","2020",""
"Norway","Loan Accounts, Commercial banks","Number","Annual","2021",""
"Norway","Loan Accounts, Commercial banks","Number","Annual","2022",""
"Norway","Loan Accounts, Commercial banks","Number","Annual","2023",""
"Nepal","Loan Accounts, Commercial banks","Number","Annual","2016","753636"
"Nepal","Loan Accounts, Commercial banks","Number","Annual","2017","898710"
"Nepal","Loan Accounts, Commercial banks","Number","Annual","2018","953310"
"Nepal","Loan Accounts, Commercial banks","Number","Annual","2019","1047537"
"Nepal","Loan Accounts, Commercial banks","Number","Annual","2020","1196289.0001"
"Nepal","Loan Accounts, Commercial banks","Number","Annual","2021","1366442"
"Nepal","Loan Accounts, Commercial banks","Number","Annual","2022","1491767"
"Nepal","Loan Accounts, Commercial banks","Number","Annual","2023","1512193"
"Nauru, Republic of","Loan Accounts, Commercial banks","Number","Annual","2022",""
"Nauru, Republic of","Loan Accounts, Commercial banks","Number","Annual","2023",""
"Oman","Loan Accounts, Commercial banks","Number","Annual","2019","1045029"
"Oman","Loan Accounts, Commercial banks","Number","Annual","2020","743780"
"Oman","Loan Accounts, Commercial banks","Number","Annual","2021","869079"
"Oman","Loan Accounts, Commercial banks","Number","Annual","2022","1014757"
"Pakistan","Loan Accounts, Commercial banks","Number","Annual","2016","3442173"
"Pakistan","Loan Accounts, Commercial banks","Number","Annual","2017","3619971"
"Pakistan","Loan Accounts, Commercial banks","Number","Annual","2018","3839599"
"Pakistan","Loan Accounts, Commercial banks","Number","Annual","2019","3836388"
"Pakistan","Loan Accounts, Commercial banks","Number","Annual","2020","4389775"
"Pakistan","Loan Accounts, Commercial banks","Number","Annual","2021","4051464"
"Pakistan","Loan Accounts, Commercial banks","Number","Annual","2022","3999786"
"Pakistan","Loan Accounts, Commercial banks","Number","Annual","2023","3618553"
"Panama","Loan Accounts, Commercial banks","Number","Annual","2016","1804687"
"Panama","Loan Accounts, Commercial banks","Number","Annual","2017","1871727"
"Panama","Loan Accounts, Commercial banks","Number","Annual","2018","1949317"
"Panama","Loan Accounts, Commercial banks","Number","Annual","2019","2054009"
"Panama","Loan Accounts, Commercial banks","Number","Annual","2020","1930740"
"Panama","Loan Accounts, Commercial banks","Number","Annual","2021","1897468"
"Panama","Loan Accounts, Commercial banks","Number","Annual","2022","1937565"
"Panama","Loan Accounts, Commercial banks","Number","Annual","2023","2019053"
"Peru","Loan Accounts, Commercial banks","Number","Annual","2016","5618532"
"Peru","Loan Accounts, Commercial banks","Number","Annual","2017","5586749"
"Peru","Loan Accounts, Commercial banks","Number","Annual","2018","5771314"
"Peru","Loan Accounts, Commercial banks","Number","Annual","2019","5923035"
"Peru","Loan Accounts, Commercial banks","Number","Annual","2020","5440443"
"Peru","Loan Accounts, Commercial banks","Number","Annual","2021","5549635"
"Peru","Loan Accounts, Commercial banks","Number","Annual","2022","6275025"
"Peru","Loan Accounts, Commercial banks","Number","Annual","2023","6203041"
"Palau, Republic of","Loan Accounts, Commercial banks","Number","Annual","2016","6354"
"Palau, Republic of","Loan Accounts, Commercial banks","Number","Annual","2017","5971"
"Papua New Guinea","Loan Accounts, Commercial banks","Number","Annual","2016","194125.524"
"Papua New Guinea","Loan Accounts, Commercial banks","Number","Annual","2017","215715.817"
"Papua New Guinea","Loan Accounts, Commercial banks","Number","Annual","2018","209399"
"Papua New Guinea","Loan Accounts, Commercial banks","Number","Annual","2019","123932"
"Papua New Guinea","Loan Accounts, Commercial banks","Number","Annual","2020","116938"
"Papua New Guinea","Loan Accounts, Commercial banks","Number","Annual","2021","323687"
"Papua New Guinea","Loan Accounts, Commercial banks","Number","Annual","2022","216567"
"Poland, Republic of","Loan Accounts, Commercial banks","Number","Annual","2016","27000229"
"Poland, Republic of","Loan Accounts, Commercial banks","Number","Annual","2017","27240311"
"Poland, Republic of","Loan Accounts, Commercial banks","Number","Annual","2018","27782152"
"Poland, Republic of","Loan Accounts, Commercial banks","Number","Annual","2019","28239054"
"Poland, Republic of","Loan Accounts, Commercial banks","Number","Annual","2020","27561699"
"Poland, Republic of","Loan Accounts, Commercial banks","Number","Annual","2021","27754550"
"Poland, Republic of","Loan Accounts, Commercial banks","Number","Annual","2022","28122303"
"Poland, Republic of","Loan Accounts, Commercial banks","Number","Annual","2023","31602119"
"Portugal","Loan Accounts, Commercial banks","Number","Annual","2016","6417728"
"Portugal","Loan Accounts, Commercial banks","Number","Annual","2017","6800206"
"Portugal","Loan Accounts, Commercial banks","Number","Annual","2018","8314317"
"Portugal","Loan Accounts, Commercial banks","Number","Annual","2019","8450870"
"Portugal","Loan Accounts, Commercial banks","Number","Annual","2020","8257801"
"Portugal","Loan Accounts, Commercial banks","Number","Annual","2021","8091080"
"Portugal","Loan Accounts, Commercial banks","Number","Annual","2022","8253699"
"Portugal","Loan Accounts, Commercial banks","Number","Annual","2023","8343643"
"Paraguay","Loan Accounts, Commercial banks","Number","Annual","2019","3096377"
"Paraguay","Loan Accounts, Commercial banks","Number","Annual","2020","2649948"
"Paraguay","Loan Accounts, Commercial banks","Number","Annual","2021","2948232"
"Paraguay","Loan Accounts, Commercial banks","Number","Annual","2022","3175694"
"Paraguay","Loan Accounts, Commercial banks","Number","Annual","2023","4021451"
"Romania","Loan Accounts, Commercial banks","Number","Annual","2016","5684470"
"Romania","Loan Accounts, Commercial banks","Number","Annual","2017","5729550"
"Romania","Loan Accounts, Commercial banks","Number","Annual","2018","6191350"
"Romania","Loan Accounts, Commercial banks","Number","Annual","2019","6463856"
"Romania","Loan Accounts, Commercial banks","Number","Annual","2020","6330288"
"Romania","Loan Accounts, Commercial banks","Number","Annual","2021","6344516"
"Romania","Loan Accounts, Commercial banks","Number","Annual","2022","6430339"
"Romania","Loan Accounts, Commercial banks","Number","Annual","2023","6629808"
"Rwanda","Loan Accounts, Commercial banks","Number","Annual","2016","206461"
"Rwanda","Loan Accounts, Commercial banks","Number","Annual","2017","142879"
"Rwanda","Loan Accounts, Commercial banks","Number","Annual","2018","203278"
"Rwanda","Loan Accounts, Commercial banks","Number","Annual","2019","298014"
"Rwanda","Loan Accounts, Commercial banks","Number","Annual","2020","391582"
"Rwanda","Loan Accounts, Commercial banks","Number","Annual","2021","379632"
"Rwanda","Loan Accounts, Commercial banks","Number","Annual","2022","386310"
"Rwanda","Loan Accounts, Commercial banks","Number","Annual","2023","747848"
"Saudi Arabia","Loan Accounts, Commercial banks","Number","Annual","2016","5672233"
